Id;Label;Name;Platform;Year;Genre;Publisher
761;G0761;FIFA 15;XOne;2014;Sports;Electronic Arts
762;G0762;Call of Duty: Roads to Victory;PSP;2007;Shooter;Activision
763;G0763;Super Mario RPG: Legend of the Seven Stars;SNES;1996;Role-Playing;Nintendo
764;G0764;Mahjong;NES;1983;Misc;Nintendo
765;G0765;R.C. Pro-Am;NES;1988;Racing;Nintendo
766;G0766;SimCity 2000;PC;1992;Simulation;Maxis
767;G0767;Demon Attack;2600;1981;Shooter;Imagic
768;G0768;Dance Dance Revolution Extreme;PS2;2004;Simulation;Konami Digital Entertainment
769;G0769;Tetris DS;DS;2006;Puzzle;Nintendo
770;G0770;Final Fantasy Tactics Advance;GBA;2003;Role-Playing;SquareSoft
771;G0771;Far Cry: Primal;PS4;2016;Action;Ubisoft
772;G0772;Toy Story 3: The Video Game;DS;2010;Action;Disney Interactive Studios
773;G0773;Final Fantasy III;DS;2006;Role-Playing;Square Enix
774;G0774;Kirby's Epic Yarn;Wii;2010;Platform;Nintendo
775;G0775;Project Gotham Racing;XB;2001;Racing;Microsoft Game Studios
776;G0776;Golf;GB;1989;Sports;Nintendo
777;G0777;NBA 2K12;PS3;2011;Sports;Take-Two Interactive
778;G0778;Borderlands;PS3;2009;Shooter;Take-Two Interactive
779;G0779;Tony Hawk's Pro Skater;N64;2000;Sports;Activision
780;G0780;PES 2009: Pro Evolution Soccer;PS3;2008;Sports;Konami Digital Entertainment
781;G0781;Need for Speed: Hot Pursuit 2;PS2;2002;Racing;Electronic Arts
782;G0782;Mario Sports Mix;Wii;2010;Sports;Nintendo
783;G0783;Rock Band;Wii;N/A;Misc;MTV Games
784;G0784;Dynasty Warriors 4;PS2;2003;Action;Tecmo Koei
785;G0785;Mortal Kombat;X360;2011;Fighting;Warner Bros. Interactive Entertainment
786;G0786;Parasite Eve;PS;1998;Role-Playing;SquareSoft
787;G0787;Scooby-Doo! Night of 100 Frights;PS2;2002;Platform;THQ
788;G0788;Project Gotham Racing (JP weekly sales);XB;2002;Action;Microsoft Game Studios
789;G0789;Need for Speed: Most Wanted 5-1-0;PSP;2005;Racing;Electronic Arts
790;G0790;Portal 2;X360;2011;Shooter;Valve Software
791;G0791;Devil May Cry 3: Dante's Awakening;PS2;2005;Action;Capcom
792;G0792;Derby Stallion;PS;1997;Sports;ASCII Entertainment
793;G0793;Dead Rising;X360;2006;Action;Capcom
794;G0794;Finding Nemo;PS2;2003;Action;THQ
795;G0795;NBA 2K11;X360;2010;Action;Take-Two Interactive
796;G0796;Wipeout: The Game;Wii;2009;Misc;Mindscape
797;G0797;The Sims 2: Pets;DS;2006;Simulation;Electronic Arts
798;G0798;Battlefield: Hardline;PS4;2015;Shooter;Electronic Arts
799;G0799;Metal Gear Solid: Peace Walker;PSP;2010;Action;Konami Digital Entertainment
800;G0800;World of Warcraft: Cataclysm;PC;2010;Role-Playing;Activision
801;G0801;Tetris Worlds;PS2;2002;Puzzle;THQ
802;G0802;Need For Speed: Undercover;PS3;2008;Racing;Electronic Arts
803;G0803;Dance Dance Revolution: Hottest Party;Wii;2007;Simulation;Konami Digital Entertainment
804;G0804;Mario Party 5;GC;2003;Misc;Nintendo
805;G0805;Ghostbusters: The Video Game (DS Version);PS3;2010;Action;Take-Two Interactive
806;G0806;Sim Theme Park;PC;1998;Strategy;Electronic Arts
807;G0807;Warcraft: Orcs & Humans;PC;1994;Strategy;Activision
808;G0808;Skate 3;PS3;2010;Sports;Electronic Arts
809;G0809;Spec Ops: Airborne Commando;PS;2002;Shooter;Take-Two Interactive
810;G0810;Kingdom Hearts: Birth by Sleep;PSP;2010;Role-Playing;Square Enix
811;G0811;UFC 2009 Undisputed;X360;2009;Fighting;THQ
812;G0812;Dark Souls;PS3;2011;Role-Playing;Namco Bandai Games
813;G0813;Yu-Gi-Oh! The Eternal Duelist Soul;GBA;2001;Strategy;Konami Digital Entertainment
814;G0814;Need for Speed: ProStreet;X360;2007;Racing;Electronic Arts
815;G0815;The Sims 3;PS3;2010;Simulation;Electronic Arts
816;G0816;Tom Clancy's Splinter Cell: Conviction;X360;2010;Action;Ubisoft
817;G0817;Pokemon Mystery Dungeon: Red/Blue Rescue Team;GBA;2005;Role-Playing;Nintendo
818;G0818;The Incredibles;GBA;2004;Action;THQ
819;G0819;R4: Ridge Racer Type 4;PS;1998;Racing;Namco Bandai Games
820;G0820;SoulCalibur II;PS2;2003;Fighting;Namco Bandai Games
821;G0821;Mario & Luigi: Dream Team;3DS;2013;Role-Playing;Nintendo
822;G0822;Need for Speed: ProStreet;PS3;2007;Racing;Electronic Arts
823;G0823;Carnival Games;DS;2008;Misc;Take-Two Interactive
824;G0824;NBA 2K14;PS3;2013;Sports;Take-Two Interactive
825;G0825;Pokémon Mystery Dungeon: Blue Rescue Team;DS;2005;Role-Playing;Nintendo
826;G0826;Sonic Mega Collection;GC;2002;Misc;Infogrames
827;G0827;Diablo III;PS3;2013;Role-Playing;Activision
828;G0828;NBA Jam;GEN;1992;Sports;Arena Entertainment
829;G0829;PGR4 - Project Gotham Racing 4;X360;2007;Racing;Microsoft Game Studios
830;G0830;Kingdom Hearts 358/2 Days;DS;2009;Role-Playing;Square Enix
831;G0831;Dance Central 2;X360;2011;Misc;Microsoft Game Studios
832;G0832;Rayman Raving Rabbids: TV Party;Wii;2008;Misc;Ubisoft
833;G0833;SOCOM: U.S. Navy SEALs: Combined Assault;PS2;2006;Shooter;Sony Computer Entertainment
834;G0834;Peter Jackson's King Kong: The Official Game of the Movie;PS2;2005;Action;Ubisoft
835;G0835;Donkey Kong Country;GBA;2003;Platform;Nintendo
836;G0836;Need for Speed: The Run;PS3;2011;Action;Electronic Arts
837;G0837;Madden NFL 15;PS4;2014;Sports;Electronic Arts
838;G0838;1080°: TenEighty Snowboarding;N64;1998;Sports;Nintendo
839;G0839;Just Dance 3;X360;2011;Misc;Ubisoft
840;G0840;NBA Live 2004;PS2;2003;Sports;Electronic Arts
841;G0841;Dead Space;PS3;2008;Action;Electronic Arts
842;G0842;Call of Duty 2;X360;2005;Shooter;Activision
843;G0843;Madden NFL 15;X360;2014;Sports;Electronic Arts
844;G0844;Forza Horizon;X360;2012;Racing;Microsoft Game Studios
845;G0845;TouchMaster;DS;2007;Puzzle;Midway Games
846;G0846;Tom Clancy's The Division;XOne;2016;Shooter;Ubisoft
847;G0847;LEGO Marvel Super Heroes;PS3;2013;Action;Warner Bros. Interactive Entertainment
848;G0848;Fire Emblem: Awakening;3DS;2012;Role-Playing;Nintendo
849;G0849;DriveClub;PS4;2014;Racing;Sony Computer Entertainment
850;G0850;Super Street Fighter II;SNES;1993;Fighting;Nintendo
851;G0851;Mortal Kombat vs. DC Universe;PS3;2008;Fighting;Midway Games
852;G0852;Tenchu: Stealth Assassins;PS;1997;Action;Activision
853;G0853;Tennis;GB;1989;Sports;Nintendo
854;G0854;Harry Potter and the Chamber of Secrets;GBA;2002;Action;Electronic Arts
855;G0855;Harry Potter and the Chamber of Secrets;PS;2002;Action;Electronic Arts
856;G0856;SimCity;SNES;1991;Simulation;Nintendo
857;G0857;Battlefield 4;XOne;2013;Shooter;Electronic Arts
858;G0858;Resident Evil 6;X360;2012;Shooter;Capcom
859;G0859;Dragon Age: Inquisition;PS4;2014;Role-Playing;Electronic Arts
860;G0860;Sonic Classic Collection;DS;2010;Platform;Sega
861;G0861;Spyro: Enter the Dragonfly;PS2;2002;Platform;Universal Interactive
862;G0862;Call of Duty: World at War;Wii;2008;Shooter;Activision
863;G0863;Devil May Cry 2;PS2;2003;Action;Capcom
864;G0864;Burnout Paradise;PS3;2008;Racing;Electronic Arts
865;G0865;E.T.: The Extra Terrestrial;2600;1981;Action;Atari
866;G0866;BioShock Infinite;X360;2013;Shooter;Take-Two Interactive
867;G0867;Hot Shots Golf: Open Tee;PSP;2004;Sports;Sony Computer Entertainment
868;G0868;Rad Racer;NES;1986;Racing;Nintendo
869;G0869;Soccer;NES;1985;Sports;Nintendo
870;G0870;Kirby Squeak Squad;DS;2006;Platform;Nintendo
871;G0871;Tom Clancy's Rainbow Six: Vegas;X360;2006;Shooter;Ubisoft
872;G0872;Destiny;X360;2014;Shooter;Activision
873;G0873;Crash Nitro Kart;PS2;2003;Racing;Vivendi Games
874;G0874;Grand Theft Auto: San Andreas;XB;2005;Action;Take-Two Interactive
875;G0875;Star Wars: Dark Forces;PC;1994;Shooter;LucasArts
876;G0876;NBA Street Vol. 2;PS2;2003;Sports;Electronic Arts
877;G0877;Def Jam Vendetta;PS2;2003;Fighting;Electronic Arts
878;G0878;FIFA Soccer 09;X360;2008;Sports;Electronic Arts
879;G0879;Who wants to be a millionaire;PC;1999;Misc;Disney Interactive Studios
880;G0880;Scooby Doo and the Cyber Chase;PS;2001;Adventure;THQ
881;G0881;Alleyway;GB;1989;Puzzle;Nintendo
882;G0882;Dragon Ball Z: Budokai 3;PS2;2004;Fighting;Atari
883;G0883;Jet Moto 2;PS;1997;Racing;Sony Computer Entertainment
884;G0884;Tom Clancy's Ghost Recon;PS2;2002;Shooter;Ubisoft
885;G0885;X-Men Legends;PS2;2004;Role-Playing;Activision
886;G0886;Batman: Arkham Origins;X360;2013;Action;Warner Bros. Interactive Entertainment
887;G0887;Guitar Hero: World Tour;PS3;2008;Misc;Activision
888;G0888;Mortal Kombat II;SNES;1993;Fighting;Acclaim Entertainment
889;G0889;Virtua Fighter 2;SAT;1995;Fighting;Sega
890;G0890;Tetris DX;GB;1998;Puzzle;Nintendo
891;G0891;Mortal Kombat vs. DC Universe;X360;2008;Fighting;Midway Games
892;G0892;Watch Dogs;PS3;2014;Action;Ubisoft
893;G0893;Mario Super Sluggers;Wii;2008;Sports;Nintendo
894;G0894;Tomb Raider (2013);X360;2013;Action;Square Enix
895;G0895;The Legend of Zelda: Oracle of Ages;GB;2001;Action;Nintendo
896;G0896;Need for Speed: Shift;X360;2009;Racing;Electronic Arts
897;G0897;Monopoly;Wii;2008;Misc;Electronic Arts
898;G0898;Red Faction;PS2;2001;Shooter;THQ
899;G0899;The Sims: Makin' Magic;PC;2003;Simulation;Electronic Arts
900;G0900;MX Unleashed;PS2;2004;Racing;THQ
901;G0901;PaRappa The Rapper;PS;1996;Misc;Sony Computer Entertainment
902;G0902;Toy Story Mania!;Wii;2009;Misc;Disney Interactive Studios
903;G0903;Mario Party 3;N64;2000;Misc;Nintendo
904;G0904;Star Wars: The Force Unleashed;Wii;2008;Action;LucasArts
905;G0905;Game Party 2;Wii;2008;Misc;Midway Games
906;G0906;Destiny: The Taken King;PS4;2015;Shooter;Activision
907;G0907;LEGO Star Wars III: The Clone Wars;Wii;2011;Action;LucasArts
908;G0908;Star Wars Rogue Leader: Rogue Squadron II;GC;2001;Simulation;LucasArts
909;G0909;Max Payne 3;PS3;2012;Shooter;Take-Two Interactive
910;G0910;Need for Speed Rivals;PS4;2013;Racing;Electronic Arts
911;G0911;Madden NFL 09;PS3;2008;Sports;Electronic Arts
912;G0912;Yokai Watch;3DS;2013;Role-Playing;Nintendo
913;G0913;Ratchet & Clank Future: A Crack in Time;PS3;2009;Platform;Sony Computer Entertainment
914;G0914;Yu-Gi-Oh! Forbidden Memories;PS;1999;Role-Playing;Konami Digital Entertainment
915;G0915;Mortal Kombat: Deception;PS2;2004;Fighting;Midway Games
916;G0916;Hot Shots Golf 2;PS;1999;Sports;Sony Computer Entertainment
917;G0917;Medal of Honor: European Assault (All Region sales);PS2;2005;Shooter;Electronic Arts
918;G0918;WCW Nitro;PS;1998;Fighting;THQ
919;G0919;High School Musical: Sing It!;PS2;2007;Misc;Disney Interactive Studios
920;G0920;Star Fox Adventures;GC;2002;Adventure;Nintendo
921;G0921;FIFA 2000;PS;1998;Sports;Electronic Arts
922;G0922;Dynasty Warriors 3;PS2;2001;Action;THQ
923;G0923;Donkey Kong Country Returns;3DS;2013;Platform;Nintendo
924;G0924;The Legend of Zelda: Oracle of Seasons;GB;2001;Adventure;Nintendo
925;G0925;Madden NFL 06;XB;2005;Sports;Electronic Arts
926;G0926;Shrek 2;PS2;2004;Platform;Activision
927;G0927;The Legend of Dragoon;PS;1999;Role-Playing;Sony Computer Entertainment
928;G0928;Turok 2: Seeds of Evil;N64;1997;Platform;Acclaim Entertainment
929;G0929;SingStar;PS2;2004;Misc;Sony Computer Entertainment
930;G0930;LittleBigPlanet 3;PS4;2014;Platform;Sony Computer Entertainment
931;G0931;NBA Live 2002;PS2;2001;Sports;Electronic Arts
932;G0932;Phineas and Ferb;DS;2009;Action;Disney Interactive Studios
933;G0933;Chrono Cross;PS;1999;Role-Playing;SquareSoft
934;G0934;GoldenEye 007 (2010);Wii;2010;Action;Activision
935;G0935;Mario Party: Island Tour;3DS;2013;Misc;Nintendo
936;G0936;Jak 3;PS2;2004;Platform;Sony Computer Entertainment
937;G0937;Rayman Raving Rabbids 2;Wii;2007;Misc;Ubisoft
938;G0938;Kingdom Hearts: Chain of Memories;GBA;2004;Role-Playing;Square Enix
939;G0939;Pinball;NES;1984;Action;Nintendo
940;G0940;inFAMOUS 2;PS3;2011;Action;Sony Computer Entertainment
941;G0941;Gran Turismo Concept 2001 Tokyo;PS2;2001;Racing;Unknown
942;G0942;Demon's Souls;PS3;2009;Role-Playing;Namco Bandai Games
943;G0943;NCAA Football 06;PS2;2005;Sports;Electronic Arts
944;G0944;Hey You, Pikachu!;N64;1998;Simulation;Nintendo
945;G0945;2 Games in 1: Sonic Advance & ChuChu Rocket!;GBA;2005;Misc;THQ
946;G0946;World of Warcraft: Mists of Pandaria;PC;2012;Role-Playing;Activision
947;G0947;Jet Moto;PS;1996;Racing;Sony Computer Entertainment
948;G0948;Just Cause 3;PS4;2015;Action;Square Enix
949;G0949;Secret of Mana;SNES;1993;Role-Playing;SquareSoft
950;G0950;The Orange Box;X360;2007;Shooter;Electronic Arts
951;G0951;Air Combat;PS;1995;Simulation;Sony Computer Entertainment
952;G0952;Kirby: Triple Deluxe;3DS;2014;Platform;Nintendo
953;G0953;Sonic & Knuckles;GEN;1994;Platform;Sega
954;G0954;Namco Museum;PS2;2001;Misc;Namco Bandai Games
955;G0955;The Sims: Hot Date;PC;2001;Simulation;Electronic Arts
956;G0956;Metroid Prime 3: Corruption;Wii;2007;Shooter;Nintendo
957;G0957;Dragon Quest VI: Realms of Revelation;DS;2010;Role-Playing;Nintendo
958;G0958;The Evil Within;PS4;2014;Action;Bethesda Softworks
959;G0959;DDRMAX2: Dance Dance Revolution;PS2;2003;Simulation;Konami Digital Entertainment
960;G0960;Crazy Taxi;DC;2000;Racing;Sega
961;G0961;Virtua Fighter 4;PS2;2002;Fighting;Sega
962;G0962;Sly 2: Band of Thieves;PS2;2004;Platform;Sony Computer Entertainment
963;G0963;Guitar Hero: World Tour;PS2;2008;Misc;Activision
964;G0964;Sonic Advance 2;GBA;2002;Platform;Sega
965;G0965;Madden NFL 07;X360;2006;Sports;Electronic Arts
966;G0966;NBA 2K11;PS3;2010;Action;Take-Two Interactive
967;G0967;NFL GameDay 2000;PS;1999;Sports;989 Studios
968;G0968;Call of Duty: Black Ops 3;PS3;2015;Shooter;Activision
969;G0969;Disney's The Lion King;SNES;1994;Platform;Virgin Interactive
970;G0970;Beyond: Two Souls;PS3;2013;Adventure;Sony Computer Entertainment
971;G0971;Kinect Star Wars;X360;2012;Action;Microsoft Game Studios
972;G0972;Midnight Club II;PS2;2003;Racing;Take-Two Interactive
973;G0973;Dragon Quest Monsters: Joker;DS;2006;Role-Playing;Square Enix
974;G0974;SpongeBob SquarePants: SuperSponge;PS;2001;Action;THQ
975;G0975;The Getaway: Black Monday;PS2;2004;Action;Sony Computer Entertainment
976;G0976;Professor Layton and the Mask of Miracle;3DS;2011;Puzzle;Nintendo
977;G0977;Just Cause 2;PS3;2010;Action;Square Enix
978;G0978;Dragon's Dogma;PS3;2012;Role-Playing;Capcom
979;G0979;The Legend of Zelda: The Wind Waker;WiiU;2013;Action;Nintendo
980;G0980;50 Cent: Bulletproof;PS2;2005;Action;Vivendi Games
981;G0981;High School Musical: Sing It!;Wii;2007;Misc;Disney Interactive Studios
982;G0982;Wii Party U;WiiU;2013;Misc;Nintendo
983;G0983;Madden NFL 25;PS3;2013;Sports;Electronic Arts
984;G0984;Final Fantasy II;SNES;1991;Role-Playing;Square
985;G0985;Kirby 64: The Crystal Shards;N64;2000;Platform;Nintendo
986;G0986;Dead or Alive 3;XB;2001;Fighting;Microsoft Game Studios
987;G0987;UFC 2009 Undisputed;PS3;2009;Fighting;THQ
988;G0988;Metroid II: Return of Samus;GB;1991;Adventure;Nintendo
989;G0989;WWF Attitude;PS;1998;Fighting;Acclaim Entertainment
990;G0990;The SpongeBob SquarePants Movie;PS2;2004;Platform;THQ
991;G0991;Golden Sun;GBA;2001;Role-Playing;Nintendo
992;G0992;Sonic the Hedgehog 3;GEN;1994;Platform;Sega
993;G0993;Kid Icarus;NES;1986;Platform;Nintendo
994;G0994;Def Jam: Fight for NY;PS2;2004;Fighting;Electronic Arts
995;G0995;Tom Clancy's Ghost Recon;XB;2002;Shooter;Ubisoft
996;G0996;State of Emergency;PS2;2002;Action;Take-Two Interactive
997;G0997;BioShock Infinite;PS3;2013;Shooter;Take-Two Interactive
998;G0998;Hitman: Absolution;X360;2012;Action;Square Enix
999;G0999;2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures;GBA;2007;Action;THQ
1000;G1000;Call of Duty: Black Ops 3;X360;2015;Shooter;Activision
1001;G1001;The Urbz: Sims in the City;PS2;2004;Simulation;Electronic Arts
1002;G1002;FIFA Soccer 08;PS3;2007;Sports;Electronic Arts
1003;G1003;Star Wars: Starfighter;PS2;2001;Simulation;Activision
1004;G1004;Madden NFL 2000;PS;1998;Sports;Electronic Arts
1005;G1005;Kingdom Hearts;PS3;2013;Role-Playing;Square Enix
1006;G1006;Star Wars: Battlefront;XB;2004;Shooter;Activision
1007;G1007;Pro Evolution Soccer;PS2;2001;Sports;Konami Digital Entertainment
1008;G1008;Crackdown;X360;2007;Shooter;Microsoft Game Studios
1009;G1009;Yoshi;NES;1991;Puzzle;Nintendo
1010;G1010;Disney's Aladdin;SNES;1993;Platform;Capcom
1011;G1011;Kirby's Adventure;NES;1993;Platform;Nintendo
1012;G1012;Cooking Mama 3: Shop & Chop;DS;2009;Simulation;505 Games
1013;G1013;Dance Dance Revolution X;PS2;2008;Simulation;Konami Digital Entertainment
1014;G1014;2 Games in 1: Disney Princess & The Lion King;GBA;2004;Misc;THQ
1015;G1015;Star Wars Episode I: The Phantom Menace;PS;1999;Adventure;LucasArts
1016;G1016;Xenosaga Episode I: Der Wille zur Macht;PS2;2002;Role-Playing;Namco Bandai Games
1017;G1017;Portal 2;PS3;2011;Shooter;Valve
1018;G1018;The Beatles: Rock Band;Wii;2009;Misc;MTV Games
1019;G1019;Forza Motorsport 6;XOne;2015;Racing;Microsoft Game Studios
1020;G1020;Sonic Colors;Wii;2010;Platform;Sega
1021;G1021;Cruis'n USA;N64;1996;Racing;Nintendo
1022;G1022;Madden NFL 99;PS;1998;Sports;Electronic Arts
1023;G1023;Diablo III;PS4;2014;Role-Playing;Activision
1024;G1024;Uncharted: Golden Abyss;PSV;2011;Shooter;Sony Computer Entertainment
1025;G1025;Destiny;PS3;2014;Shooter;Activision
1026;G1026;SSX Tricky;PS2;2001;Sports;Electronic Arts
1027;G1027;Overwatch;PS4;2016;Shooter;Activision
1028;G1028;Twisted Metal III;PS;1998;Action;989 Studios
1029;G1029;Harry Potter and the Sorcerer's Stone;GB;2001;Action;Electronic Arts
1030;G1030;Disney Infinity;Wii;2013;Action;Disney Interactive Studios
1031;G1031;Crash Bandicoot: The Huge Adventure;GBA;2002;Platform;Universal Interactive
1032;G1032;Dishonored;X360;2012;Action;Bethesda Softworks
1033;G1033;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;2003;Action;Take-Two Interactive
1034;G1034;The Order: 1886;PS4;2015;Shooter;Sony Computer Entertainment
1035;G1035;The Elder Scrolls Online;PS4;2015;Role-Playing;Bethesda Softworks
1036;G1036;Call of Duty: World at War Final Fronts;PS2;2008;Shooter;Activision
1037;G1037;Imagine: Teacher;DS;2008;Simulation;Ubisoft
1038;G1038;Call of Duty: Modern Warfare 3;PC;2011;Shooter;Activision
1039;G1039;Madden NFL 2005;XB;2004;Sports;Electronic Arts
1040;G1040;Star Ocean: Till The End of Time;PS2;2003;Role-Playing;Ubisoft
1041;G1041;The Sims 3: Late Night Expansion Pack;PC;2010;Simulation;Electronic Arts
1042;G1042;Game Party 3;Wii;2009;Puzzle;Warner Bros. Interactive Entertainment
1043;G1043;Toy Story 2: Buzz Lightyear to the Rescue!;PS;1998;Platform;Activision
1044;G1044;Deal or No Deal;DS;2007;Misc;Mindscape
1045;G1045;Ace Combat 5: The Unsung War;PS2;2004;Simulation;Sony Computer Entertainment Europe
1046;G1046;Need for Speed Underground;XB;2003;Racing;Electronic Arts
1047;G1047;Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS;DS;2006;Misc;Nintendo
1048;G1048;Tetris Worlds;GBA;2001;Puzzle;THQ
1049;G1049;Cabela's Big Game Hunter 2010;Wii;2009;Sports;Activision Value
1050;G1050;The Crew;PS4;2014;Racing;Ubisoft
1051;G1051;FIFA Soccer 10;PS2;2009;Sports;Electronic Arts
1052;G1052;We Ski;Wii;2008;Sports;Namco Bandai Games
1053;G1053;Personal Trainer: Math;DS;2007;Puzzle;Nintendo
1054;G1054;Kirby's Return to Dreamland;Wii;2011;Platform;Nintendo
1055;G1055;Super Puyo Puyo;SNES;1993;Puzzle;Banpresto
1056;G1056;Ben 10: Protector of Earth;DS;2007;Action;D3Publisher
1057;G1057;NCAA Football 07;PS2;2006;Sports;Electronic Arts
1058;G1058;SOCOM 3: U.S. Navy SEALs;PS2;2005;Shooter;Sony Computer Entertainment
1059;G1059;NBA 2K15;XOne;2014;Sports;Take-Two Interactive
1060;G1060;Saints Row 2;PS3;2008;Action;THQ
1061;G1061;Saints Row IV;X360;2013;Action;Deep Silver
1062;G1062;Jampack Winter '99;PS;1999;Misc;Sony Computer Entertainment
1063;G1063;Dragon Age: Origins;PS3;2009;Role-Playing;Electronic Arts
1064;G1064;FIFA 16;X360;2015;Sports;Electronic Arts
1065;G1065;WCW vs. nWo: World Tour;N64;1997;Fighting;THQ
1066;G1066;WCW/NWO Thunder;PS;1998;Fighting;THQ
1067;G1067;Harry Potter and the Sorcerer's Stone;GBA;2001;Action;Electronic Arts
1068;G1068;Need For Speed: Undercover;X360;2008;Racing;Electronic Arts
1069;G1069;Dragon Ball Z: The Legacy of Goku;GBA;2002;Role-Playing;Infogrames
1070;G1070;Sid Meier's Civilization V;PC;2010;Strategy;Take-Two Interactive
1071;G1071;Resident Evil 4;GC;2005;Action;Capcom
1072;G1072;Call of Duty Black Ops: Declassified;PSV;2012;Action;Activision
1073;G1073;Star Wars Battlefront: Renegade Squadron;PSP;2007;Shooter;LucasArts
1074;G1074;World Championship Poker: Featuring Howard Lederer - All In;PS2;2006;Misc;Oxygen Interactive
1075;G1075;NFL GameDay 98;PS;1997;Sports;Sony Computer Entertainment
1076;G1076;LEGO Batman 2: DC Super Heroes;X360;2012;Action;Warner Bros. Interactive Entertainment
1077;G1077;Yoshi's Cookie;GB;1992;Puzzle;Nintendo
1078;G1078;Time Crisis;PS;1997;Shooter;Namco Bandai Games
1079;G1079;The Sims: Superstar;PC;2003;Simulation;Electronic Arts
1080;G1080;Star Wars The Clone Wars: Lightsaber Duels;Wii;2008;Action;LucasArts
1081;G1081;MySims;Wii;2007;Simulation;Electronic Arts
1082;G1082;Metroid Fusion;GBA;2002;Action;Nintendo
1083;G1083;Shaun White Snowboarding: Road Trip;Wii;2008;Sports;Ubisoft
1084;G1084;SSX 3;PS2;2003;Sports;Electronic Arts
1085;G1085;Big Beach Sports;Wii;2008;Sports;THQ
1086;G1086;Madden NFL 2001;PS;2000;Sports;Electronic Arts
1087;G1087;Fight Night Round 3;PS3;2006;Fighting;Electronic Arts
1088;G1088;Knack;PS4;2013;Platform;Sony Computer Entertainment Europe
1089;G1089;Star Wars: Battlefront II;XB;2005;Shooter;Activision
1090;G1090;Disney's DuckTales;NES;1989;Platform;Capcom
1091;G1091;Tony Hawk's Pro Skater 3;PS;2001;Sports;Activision
1092;G1092;Monsters, Inc.;GBA;2001;Adventure;THQ
1093;G1093;StarCraft II: Heart of the Swarm;PC;2013;Strategy;Activision
1094;G1094;PGR: Project Gotham Racing 2;XB;2003;Racing;Microsoft Game Studios
1095;G1095;Spy Hunter;PS2;2001;Racing;Midway Games
1096;G1096;NCAA Football 2004;PS2;2003;Sports;Electronic Arts
1097;G1097;SpongeBob SquarePants: Battle for Bikini Bottom;PS2;2003;Platform;THQ
1098;G1098;Dying Light;PS4;2015;Action;Warner Bros. Interactive Entertainment
1099;G1099;Heavenly Sword;PS3;2007;Action;Sony Computer Entertainment
1100;G1100;Street Fighter II': Special Champion Edition;GEN;1992;Fighting;Sega
1101;G1101;SSX;PS2;2000;Sports;Electronic Arts
1102;G1102;Max Payne 3;X360;2012;Shooter;Take-Two Interactive
1103;G1103;NBA Ballers;PS2;2004;Sports;Midway Games
1104;G1104;Need for Speed Carbon;X360;2006;Racing;Electronic Arts
1105;G1105;NBA Live 2003;PS2;2002;Sports;Electronic Arts
1106;G1106;Dragon Ball Z: Budokai Tenkaichi;PS2;2005;Fighting;Atari
1107;G1107;Ms. Pac-Man;2600;1981;Puzzle;Atari
1108;G1108;Mario Party 6;GC;2004;Misc;Nintendo
1109;G1109;Super Scope 6;SNES;1991;Shooter;Nintendo
1110;G1110;Go Vacation;Wii;2011;Misc;Namco Bandai Games
1111;G1111;Dragon Quest V: Tenkuu no Hanayome;PS2;2004;Role-Playing;Enix Corporation
1112;G1112;Army of Two;X360;2008;Shooter;Electronic Arts
1113;G1113;Dragon Quest IV: Chapters of the Chosen;DS;2007;Role-Playing;Square Enix
1114;G1114;Kirby & the Amazing Mirror;GBA;2004;Platform;Nintendo
1115;G1115;LEGO Pirates of the Caribbean: The Video Game;Wii;2011;Action;Disney Interactive Studios
1116;G1116;Dig Dug;2600;1982;Puzzle;Atari
1117;G1117;Tom Clancy's Rainbow Six;PS;1999;Shooter;Red Storm Entertainment
1118;G1118;Ghosts 'n Goblins;NES;1986;Action;Capcom
1119;G1119;Tiger Woods PGA Tour 2003;PS2;2002;Sports;Electronic Arts
1120;G1120;NBA Live 06 (All region sales);PS2;2005;Sports;Electronic Arts
1121;G1121;Prince of Persia: Warrior Within;PS2;2004;Action;Ubisoft
1122;G1122;Kinectimals;X360;2010;Simulation;Microsoft Game Studios
1123;G1123;Until Dawn;PS4;2015;Adventure;Sony Computer Entertainment Europe
1124;G1124;ESPN NFL 2K5;XB;2004;Sports;Sega
1125;G1125;Viva Pinata;X360;2006;Simulation;Microsoft Game Studios
1126;G1126;Pikmin;GC;2001;Strategy;Nintendo
1127;G1127;Call of Duty: Black Ops;PC;N/A;Shooter;Activision
1128;G1128;Sonic Generations;PS3;2011;Platform;Sega
1129;G1129;Tiger Woods PGA Tour 2004;PS2;2003;Sports;Electronic Arts
1130;G1130;Ape Escape;PS;1999;Platform;Sony Computer Entertainment
1131;G1131;NBA 2K15;X360;2014;Sports;Take-Two Interactive
1132;G1132;NCAA Football 2005;PS2;2004;Sports;Electronic Arts
1133;G1133;Just Cause 2;X360;2010;Action;Square Enix
1134;G1134;Rock Band;PS3;N/A;Misc;Electronic Arts
1135;G1135;Tony Hawk's American Wasteland (Old all region sales);PS2;2005;Sports;Activision
1136;G1136;Rage;X360;2011;Shooter;Bethesda Softworks
